,RT,Intervals,Judge,Answer,Precision
0,0.5245964999776334,1.8656,0.0,0.0,1.0
1,0.5065383000182919,1.7103,1.0,1.0,1.0
2,0.5201683000195771,1.8985,1.0,1.0,1.0
3,0.48072759999195114,1.81,0.0,0.0,1.0
4,0.4966216000029817,1.0604,0.0,0.0,1.0
5,0.46863460005261004,1.5559,1.0,1.0,1.0
6,0.4326876000268385,1.5954,1.0,1.0,1.0
7,0.4902235000045039,1.479,0.0,0.0,1.0
8,0.5401113000116311,1.8046,1.0,1.0,1.0
9,0.483682099962607,1.3964,1.0,1.0,1.0
10,0.4449927000096068,1.4698,1.0,1.0,1.0
11,0.4606984000420198,1.9403,0.0,0.0,1.0
12,0.45493700000224635,1.3624,1.0,1.0,1.0
13,0.46094199997605756,1.1699,1.0,1.0,1.0
14,0.4034758000052534,1.1276,1.0,1.0,1.0
15,0.44677790004061535,1.4805,1.0,1.0,1.0
16,0.4393086999771185,1.9117,0.0,0.0,1.0
17,0.4824174999957904,1.6179,1.0,1.0,1.0
18,0.5049831000505947,1.1105,1.0,1.0,1.0
19,0.5135362999862991,1.4023,0.0,0.0,1.0
20,0.5526140999863856,1.65,0.0,0.0,1.0
21,0.5516580999828875,1.4518,0.0,0.0,1.0
22,0.4041306999861263,1.2647,1.0,1.0,1.0
23,0.5064494999824092,1.397,0.0,0.0,1.0
24,0.441713800013531,1.8683,1.0,1.0,1.0
25,0.44768759998260066,1.528,0.0,0.0,1.0
26,0.4501695000217296,1.8489,1.0,1.0,1.0
27,0.4534645000239834,1.2468,1.0,1.0,1.0
28,0.42978730000322685,1.2634,0.0,0.0,1.0
29,0.5029970000032336,1.8958,1.0,1.0,1.0
30,0.6521634999662638,1.938,1.0,1.0,1.0
31,0.5261311000213027,1.0327,0.0,0.0,1.0
32,0.5867581999627873,1.3545,1.0,0.0,0.0
33,0.5514431000337936,1.0501,0.0,0.0,1.0
34,0.4747592000057921,1.7146,1.0,1.0,1.0
35,0.6091956999734975,1.6951,0.0,0.0,1.0
36,0.5049647999694571,1.9743,0.0,0.0,1.0
37,0.4511978999944404,1.5899,1.0,1.0,1.0
38,0.4861271000117995,1.027,1.0,1.0,1.0
39,0.4691869000089355,1.0867,0.0,0.0,1.0
40,0.949765799974557,1.2415,0.0,1.0,0.0
41,0.5708447000361048,1.9092,0.0,0.0,1.0
42,0.5480540999560617,1.2969,0.0,0.0,1.0
43,0.481778800021857,1.6953,1.0,1.0,1.0
44,0.7415155000053346,1.9688,1.0,1.0,1.0
45,0.4743239000090398,1.6719,0.0,0.0,1.0
46,0.5161438999930397,1.8478,0.0,0.0,1.0
47,0.47960410005180165,1.1506,1.0,1.0,1.0
48,0.4529840999748558,1.5265,0.0,0.0,1.0
49,0.44840759999351576,1.6306,1.0,1.0,1.0
