,RT,Intervals,Judge,Answer,Precision
0,0.5258161170058884,1.8338,1.0,1.0,1.0
1,0.6760996209923178,1.9666,1.0,0.0,0.0
2,0.5966336519923061,1.0924,0.0,0.0,1.0
3,0.6554396590217948,1.6663,0.0,0.0,1.0
4,0.9693952679808717,1.2935,0.0,0.0,1.0
5,0.8640649929875508,1.7471,0.0,0.0,1.0
6,0.6346917310147546,1.5877,0.0,0.0,1.0
7,0.5164333889842965,1.1801,1.0,1.0,1.0
8,0.5325983699876815,1.7636,0.0,0.0,1.0
9,0.5014030039892532,1.8729,1.0,1.0,1.0
10,0.9511521639942657,1.1699,0.0,0.0,1.0
11,0.5934979119920172,1.6537,0.0,0.0,1.0
12,0.5891575709974859,1.0674,0.0,0.0,1.0
13,0.9340421619999688,1.4014,1.0,0.0,0.0
14,0.690769448003266,1.2499,0.0,0.0,1.0
15,0.8563616200117394,1.2755,0.0,0.0,1.0
16,0.7288918950071093,1.5661,0.0,0.0,1.0
17,0.8658125909860246,1.0069,0.0,0.0,1.0
18,0.7292537599860225,1.1136,1.0,1.0,1.0
19,0.7441267659887671,1.1087,0.0,0.0,1.0
20,0.6881045280024409,1.2516,1.0,1.0,1.0
21,0.7738703729992267,1.5983,0.0,0.0,1.0
22,0.49428024102235213,1.8195,1.0,1.0,1.0
23,0.6277406339941081,1.7205,1.0,1.0,1.0
24,0.5161500630201772,1.2046,1.0,1.0,1.0
25,0.7034752260078676,1.0152,0.0,0.0,1.0
26,0.7391010129940696,1.761,0.0,0.0,1.0
27,0.725976161978906,1.7153,0.0,0.0,1.0
28,0.7344741560227703,1.6223,0.0,0.0,1.0
29,0.7382838730118237,1.6734,0.0,1.0,0.0
30,0.49925258799339645,1.3206,1.0,1.0,1.0
31,0.7543939049937762,1.3568,0.0,0.0,1.0
32,0.7499402939865831,1.3122,1.0,1.0,1.0
33,0.948314973997185,1.4278,0.0,0.0,1.0
34,1.4339406299986877,1.0998,0.0,0.0,1.0
35,0.5137854829954449,1.5086,1.0,1.0,1.0
36,0.572942069004057,1.0893,0.0,0.0,1.0
37,0.7650096319848672,1.64,0.0,0.0,1.0
38,0.5183711629942991,1.9089,1.0,1.0,1.0
39,0.5911295489931945,1.3608,0.0,0.0,1.0
40,0.6436706680105999,1.4393,0.0,0.0,1.0
41,0.7097224919998553,1.7525,1.0,1.0,1.0
42,0.6642301440006122,1.9832,1.0,1.0,1.0
43,0.5376006019941997,1.4627,1.0,1.0,1.0
44,0.5447358080127742,1.9191,0.0,0.0,1.0
45,0.6678915149823297,1.5673,1.0,1.0,1.0
46,0.5536343979765661,1.6018,1.0,1.0,1.0
47,0.6276007200067397,1.2863,1.0,1.0,1.0
48,0.5662855260015931,1.0724,1.0,1.0,1.0
49,0.6086459349899087,1.9231,1.0,1.0,1.0
